,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
2390,Del Aire,33.91640000000007,-118.36712999999997,Le Pain Du Jour,33.909153683576214,-118.36105286149004,Bakery
2391,Del Aire,33.91640000000007,-118.36712999999997,Del Aire Park,33.91791249847022,-118.37486249823795,Park
2392,Del Aire,33.91640000000007,-118.36712999999997,Jack in the Box,33.91615111588117,-118.36626470088959,Fast Food Restaurant
2393,Del Aire,33.91640000000007,-118.36712999999997,Denny's,33.91671870437411,-118.37490074336529,Breakfast Spot
2394,Del Aire,33.91640000000007,-118.36712999999997,Redbox,33.92365,-118.361309,Video Store
2395,Del Aire,33.91640000000007,-118.36712999999997,7-Eleven,33.923307,-118.3616363,Convenience Store
2396,Del Aire,33.91640000000007,-118.36712999999997,Burger King,33.916776650122856,-118.36729732901404,Fast Food Restaurant
2397,Del Aire,33.91640000000007,-118.36712999999997,Dinos Burgers,33.91285695144264,-118.36114888485184,Mexican Restaurant
2398,Del Aire,33.91640000000007,-118.36712999999997,Mandy's Family Restaurant,33.90940772551025,-118.36130084971813,American Restaurant
2399,Del Aire,33.91640000000007,-118.36712999999997,Big 5 Sporting Goods,33.916777483030785,-118.37615012368464,Sporting Goods Shop
2400,Del Aire,33.91640000000007,-118.36712999999997,Three sixty (360) Gym,33.91521330806243,-118.3744757907004,Gym
2401,Del Aire,33.91640000000007,-118.36712999999997,Simply Elegant Flowers,33.92382993386666,-118.36822271347046,Flower Shop
2402,Del Aire,33.91640000000007,-118.36712999999997,Holly Glen Park And Wading Pool,33.90934101003867,-118.37113058420343,Playground
2403,Del Aire,33.91640000000007,-118.36712999999997,Del Aire Farmer's Market,33.91116945746751,-118.37493097295093,Farmers Market
2404,Del Aire,33.91640000000007,-118.36712999999997,SKECHERS Factory Outlet,33.90817776739703,-118.3705186843872,Shoe Store
2405,Del Aire,33.91640000000007,-118.36712999999997,NAPA Center LA,33.924987,-118.369693,Gym / Fitness Center
2406,Del Rey,33.99082000000004,-118.42061999999999,Angel Maid Bakery,33.992294874317736,-118.42222688549457,Bakery
2407,Del Rey,33.99082000000004,-118.42061999999999,Pepe's Tacos,33.99165241279281,-118.42118435390462,Taco Place
2408,Del Rey,33.99082000000004,-118.42061999999999,Sakura Japanese Restaurant,33.99199104714049,-118.42234181496214,Sushi Restaurant
2409,Del Rey,33.99082000000004,-118.42061999999999,Sachi.LA,33.99161579352717,-118.42150511682878,Coffee Shop
2410,Del Rey,33.99082000000004,-118.42061999999999,LA Vegan,33.99273834024122,-118.42323649325132,Vegetarian / Vegan Restaurant
2411,Del Rey,33.99082000000004,-118.42061999999999,Casa Sanchez,33.99262637482494,-118.42278531530037,Mexican Restaurant
2412,Del Rey,33.99082000000004,-118.42061999999999,Coni'seafood,33.992429,-118.42237,Mexican Restaurant
2413,Del Rey,33.99082000000004,-118.42061999999999,Submariner,33.99192880130691,-118.42167653807614,Sandwich Place
2414,Del Rey,33.99082000000004,-118.42061999999999,El Albajeño,33.99444768853401,-118.41754894861386,Mexican Restaurant
2415,Del Rey,33.99082000000004,-118.42061999999999,Lodge Bread Co,33.99772895636219,-118.4202197171148,Bakery
2416,Del Rey,33.99082000000004,-118.42061999999999,Carniceria Sanchez,33.9942623735732,-118.41723848423142,Mexican Restaurant
2417,Del Rey,33.99082000000004,-118.42061999999999,Tacomiendo,33.9949334027686,-118.41754365828396,Mexican Restaurant
2418,Del Rey,33.99082000000004,-118.42061999999999,90 West Lounge,33.985306902207505,-118.42472672981214,Lounge
2419,Del Rey,33.99082000000004,-118.42061999999999,Ronnie's Diner,33.98553105346045,-118.42504451205963,Diner
2420,Del Rey,33.99082000000004,-118.42061999999999,Yoga Salt,33.9980174,-118.4214657,Yoga Studio
2421,Del Rey,33.99082000000004,-118.42061999999999,Paco's Tacos,33.99618276207649,-118.4277191384252,Mexican Restaurant
2422,Del Rey,33.99082000000004,-118.42061999999999,Northgate Gonzalez Markets,33.99375764397387,-118.41463565826416,Grocery Store
2423,Del Rey,33.99082000000004,-118.42061999999999,Alibi Room,33.997066,-118.426901,Bar
2424,Del Rey,33.99082000000004,-118.42061999999999,Centinela Cafe,33.989669131332725,-118.41866859853575,Café
2425,Del Rey,33.99082000000004,-118.42061999999999,Cafe Brasil,33.999380638730024,-118.4183750662864,Brazilian Restaurant
2426,Del Rey,33.99082000000004,-118.42061999999999,Brasil Brasil Cultural Center,33.9975891446016,-118.42064881931225,Cultural Center
2427,Del Rey,33.99082000000004,-118.42061999999999,Happy Corner Liquor,33.99154705705645,-118.42124148314119,Convenience Store
2428,Del Rey,33.99082000000004,-118.42061999999999,Los Angeles Wine Company,33.98260206027905,-118.4241084337555,Wine Shop
2429,Del Rey,33.99082000000004,-118.42061999999999,Gravlax,33.99692792511843,-118.42847146535907,Scandinavian Restaurant
2430,Del Rey,33.99082000000004,-118.42061999999999,The Wood Cafe,33.99752043225199,-118.42198549159444,Breakfast Spot
2431,Del Rey,33.99082000000004,-118.42061999999999,Hotcakes Bakes,33.996461,-118.4282377,Bakery
2432,Del Rey,33.99082000000004,-118.42061999999999,FIN The Restaurant,33.997425252833104,-118.42632668403601,Japanese Restaurant
2433,Del Rey,33.99082000000004,-118.42061999999999,SUBWAY,33.993097242754544,-118.41446173150723,Sandwich Place
2434,Del Rey,33.99082000000004,-118.42061999999999,Alley,33.99751470840707,-118.42633429682415,Speakeasy
2435,Del Rey,33.99082000000004,-118.42061999999999,Taqueria Sanchez,33.99206889926721,-118.42249024613645,Mexican Restaurant
2436,Del Rey,33.99082000000004,-118.42061999999999,Diamond Donuts,33.991634999999995,-118.421209,Donut Shop
2437,Del Rey,33.99082000000004,-118.42061999999999,Los Cocos Panaderia y Pupuseria,33.98956120059793,-118.41863751411437,Latin American Restaurant
2438,Del Rey,33.99082000000004,-118.42061999999999,El Taco Toro,33.99332135300409,-118.41522919951554,Food Truck
2439,Del Rey,33.99082000000004,-118.42061999999999,Casa Irene,33.995973983333336,-118.41933966666667,Breakfast Spot
2440,Del Rey,33.99082000000004,-118.42061999999999,ABC Donuts,33.99356959411931,-118.41459025474258,Donut Shop
2441,Del Rey,33.99082000000004,-118.42061999999999,Rodeway Inn Culver City,33.99807630857481,-118.42101191887721,Motel
2442,Del Rey,33.99082000000004,-118.42061999999999,Tut's Grill,33.9971659,-118.4246733,Building
2443,Del Rey,33.99082000000004,-118.42061999999999,@rockberrytruck,33.984709895379375,-118.42547480151462,Food Truck
2444,Del Rey,33.99082000000004,-118.42061999999999,CA-90 / Centinela Avenue,33.983256546383885,-118.41767601150974,Intersection
2445,Del Rey,33.99082000000004,-118.42061999999999,Pilot Light Hospitality,33.99061965942383,-118.43048858642578,Restaurant
2446,Del Rey,33.99082000000004,-118.42061999999999,Washing Day Coin Laundry,33.99925,-118.41878235340118,Laundromat
2447,Del Rey,33.99082000000004,-118.42061999999999,TBWA\Chiat\Day Dog Park,33.98340455508033,-118.4152703610875,Dog Run
2448,Del Rey,33.99082000000004,-118.42061999999999,Culver CityBus Line 1,33.996930473253755,-118.42807810388514,Bus Line
2449,Del Rey,33.99082000000004,-118.42061999999999,Fruit Gallery of Culver City,33.99941334560776,-118.41879469468404,Juice Bar
2450,Diamond Bar,34.000860000000046,-117.82906999999994,Ayres Suites Diamond Bar,34.0035832712341,-117.82972267156092,Hotel
2451,Diamond Bar,34.000860000000046,-117.82906999999994,Starbucks,34.00521936206318,-117.8227409769606,Coffee Shop
2452,Diamond Bar,34.000860000000046,-117.82906999999994,Target,34.004903671548114,-117.82101891851448,Big Box Store
2453,Diamond Bar,34.000860000000046,-117.82906999999994,Chili's Grill & Bar,34.00610558,-117.82190697,Tex-Mex Restaurant
2454,Diamond Bar,34.000860000000046,-117.82906999999994,Jimmy John's,34.00526215839411,-117.82275161925641,Sandwich Place
2455,Diamond Bar,34.000860000000046,-117.82906999999994,T-Mobile,34.00524701745359,-117.8228942564487,Mobile Phone Shop
2456,Diamond Bar,34.000860000000046,-117.82906999999994,Pizza Hut Express,34.004386222359486,-117.82096154525334,Pizza Place
2457,Diamond Bar,34.000860000000046,-117.82906999999994,Starbucks,34.004566,-117.821655,Coffee Shop
2458,Diamond Bar,34.000860000000046,-117.82906999999994,Maple Hill Park,33.99585654010466,-117.82576814319621,Park
2459,Diamond Bar,34.000860000000046,-117.82906999999994,garage door repair Diamond Bar,33.995548,-117.82528400000001,Home Service
2460,Diamond Bar,34.000860000000046,-117.82906999999994,T-2179,34.004974365234375,-117.82100677490234,Department Store
2461,Diamond Bar,34.000860000000046,-117.82906999999994,Target Shopping Center,34.005822,-117.821444,Shopping Plaza
2462,Downey,33.94077000000004,-118.12767999999994,Chick-fil-A,33.9375238,-118.1269829,Fast Food Restaurant
2463,Downey,33.94077000000004,-118.12767999999994,The Coffee Bean & Tea Leaf,33.937380931609944,-118.12825392534113,Coffee Shop
2464,Downey,33.94077000000004,-118.12767999999994,Porto's Bakery & Cafe,33.94062733426193,-118.13341277492745,Cuban Restaurant
2465,Downey,33.94077000000004,-118.12767999999994,Lock & Key Social Drinkery,33.94130612342524,-118.132384121418,Restaurant
2466,Downey,33.94077000000004,-118.12767999999994,The Habit Burger Grill,33.937337,-118.126648,Burger Joint
2467,Downey,33.94077000000004,-118.12767999999994,3rd Street Coffee,33.94237102239087,-118.1328845788155,Coffee Shop
2468,Downey,33.94077000000004,-118.12767999999994,Hall Of Fame Market &Deli,33.94278645579329,-118.13093918663019,Food & Drink Shop
2469,Downey,33.94077000000004,-118.12767999999994,Downey High School,33.939505927570785,-118.12572324364264,High School
2470,Downey,33.94077000000004,-118.12767999999994,In-N-Out Burger,33.93607376839308,-118.1242601642094,Fast Food Restaurant
2471,Downey,33.94077000000004,-118.12767999999994,Peking China,33.94121354243343,-118.132560400103,Chinese Restaurant
2472,Downey,33.94077000000004,-118.12767999999994,Starfish Sushi,33.9402048527751,-118.13377719934792,Sushi Restaurant
2473,Downey,33.94077000000004,-118.12767999999994,LA Buns,33.94137929801769,-118.13306322516497,Burger Joint
2474,Downey,33.94077000000004,-118.12767999999994,SanSai Japanese Grill,33.93824964365834,-118.13104780545974,Japanese Restaurant
2475,Downey,33.94077000000004,-118.12767999999994,Pieloon,33.93829618994988,-118.12212857161856,American Restaurant
2476,Downey,33.94077000000004,-118.12767999999994,Wells Fargo,33.9396386,-118.1314343,Bank
2477,Downey,33.94077000000004,-118.12767999999994,BJ's Restaurant & Brewhouse,33.93621626950618,-118.12228096255458,American Restaurant
2478,Downey,33.94077000000004,-118.12767999999994,Chipotle Mexican Grill,33.9378076569092,-118.12955238646725,Mexican Restaurant
2479,Downey,33.94077000000004,-118.12767999999994,Ichiban Sushi,33.94174774991706,-118.13297238600937,Sushi Restaurant
2480,Downey,33.94077000000004,-118.12767999999994,Mimi's Cafe,33.93837124660872,-118.12973485148568,Breakfast Spot
2481,Downey,33.94077000000004,-118.12767999999994,Ralphs,33.9362088,-118.1271313,Supermarket
2482,Downey,33.94077000000004,-118.12767999999994,Starbucks,33.93557924479143,-118.12359126013442,Coffee Shop
2483,Downey,33.94077000000004,-118.12767999999994,Wingstop,33.93717327583777,-118.12842035030145,Wings Joint
2484,Downey,33.94077000000004,-118.12767999999994,Supercuts,33.937110453108104,-118.12849859910618,Salon / Barbershop
2485,Downey,33.94077000000004,-118.12767999999994,Ziba Beauty (Stonewood Center),33.93623605614327,-118.12102147609409,Cosmetics Shop
2486,Downey,33.94077000000004,-118.12767999999994,Mosaik Hookah Lounge,33.9414564680354,-118.13237560256755,Hookah Bar
2487,Downey,33.94077000000004,-118.12767999999994,H. Salt Fish & Chips,33.94530033083331,-118.11888409440134,Seafood Restaurant
2488,Downey,33.94077000000004,-118.12767999999994,Dunkin',33.934233,-118.1222573,Donut Shop
2489,Downey,33.94077000000004,-118.12767999999994,Bastards,33.941202021605896,-118.13254362446031,American Restaurant
2490,Downey,33.94077000000004,-118.12767999999994,La Chiva Loca Tortas Ahogadas,33.941322,-118.13493,Mexican Restaurant
2491,Downey,33.94077000000004,-118.12767999999994,Pina Pizza House,33.94322604376297,-118.1374131232411,Pizza Place
2492,Downey,33.94077000000004,-118.12767999999994,Grocery Outlet,33.93961,-118.13245,Grocery Store
2493,Downey,33.94077000000004,-118.12767999999994,Downey Family YMCA,33.93688240311598,-118.13566625073192,Gym
2494,Downey,33.94077000000004,-118.12767999999994,Firestone Grill,33.939589482643605,-118.13050385556652,Food
2495,Downey,33.94077000000004,-118.12767999999994,Petco,33.93675186756699,-118.12854420266041,Pet Store
2496,Downey,33.94077000000004,-118.12767999999994,Bath & Body Works,33.93537494493249,-118.11943526705666,Cosmetics Shop
2497,Downey,33.94077000000004,-118.12767999999994,Burger City Grill,33.94001877434132,-118.13347994156783,Burger Joint
2498,Downey,33.94077000000004,-118.12767999999994,Studio Movie Grill,33.9422895,-118.1332063,Movie Theater
2499,Downey,33.94077000000004,-118.12767999999994,Target,33.93925857543945,-118.13211059570312,Big Box Store
2500,Downey,33.94077000000004,-118.12767999999994,Stinkin Crawfish Cajun Seafood,33.94030749365784,-118.13372526211309,Seafood Restaurant
2501,Downey,33.94077000000004,-118.12767999999994,The 20/20 Draft House,33.940377000000005,-118.134234,Bar
2502,Downey,33.94077000000004,-118.12767999999994,CVS pharmacy,33.94216074847365,-118.13787815896517,Pharmacy
2503,Downey,33.94077000000004,-118.12767999999994,Stay Gallery,33.940240252009886,-118.13293933868408,Art Gallery
2504,Downey,33.94077000000004,-118.12767999999994,Sutha Thai,33.945326752710784,-118.11898551538545,Thai Restaurant
2505,Downey,33.94077000000004,-118.12767999999994,CVS pharmacy,33.938525581323894,-118.13136045827733,Pharmacy
2506,Downey,33.94077000000004,-118.12767999999994,Peking Restaurant,33.94118434118084,-118.13247693105167,Chinese Restaurant
2507,Downey,33.94077000000004,-118.12767999999994,Kohl's,33.936367,-118.118718,Department Store
2508,Downey,33.94077000000004,-118.12767999999994,Hot Topic,33.935830267547914,-118.11993692152714,Boutique
2509,Downey,33.94077000000004,-118.12767999999994,Waba Grill,33.940148571849534,-118.13341266028375,Asian Restaurant
2510,Downey,33.94077000000004,-118.12767999999994,Crimson Coward,33.944683,-118.119213,Fried Chicken Joint
2511,Downey,33.94077000000004,-118.12767999999994,Zumiez,33.93553159199313,-118.11960256069236,Clothing Store
2512,Downey,33.94077000000004,-118.12767999999994,Starbucks,33.93599898650104,-118.12749831194284,Coffee Shop
2513,Downey,33.94077000000004,-118.12767999999994,Big Lots,33.934249575653745,-118.12377059105074,Big Box Store
2514,Downey,33.94077000000004,-118.12767999999994,U.S. Bank ATM,33.94175260079271,-118.13148911394036,ATM
2515,Downey,33.94077000000004,-118.12767999999994,SUBWAY,33.94012888739096,-118.13362078711987,Sandwich Place
2516,Downey,33.94077000000004,-118.12767999999994,Joseph's Bar & Grill,33.94116298595447,-118.1320895564308,Bar
2517,Downey,33.94077000000004,-118.12767999999994,Dairy Queen,33.93716049194336,-118.12313842773438,Ice Cream Shop
2518,Downey,33.94077000000004,-118.12767999999994,Best Buy,33.93716049194336,-118.12313079833984,Electronics Store
2519,Downey,33.94077000000004,-118.12767999999994,Grocery Outlet,33.9390994,-118.1328924,Grocery Store
2520,Downey,33.94077000000004,-118.12767999999994,AT&T,33.93817733550154,-118.1312107711438,Mobile Phone Shop
2521,Downey,33.94077000000004,-118.12767999999994,Yogurtland,33.940199,-118.13366,Dessert Shop
2522,Downey,33.94077000000004,-118.12767999999994,Auntie Anne's,33.93696975708008,-118.12277221679688,Snack Place
2523,Downey,33.94077000000004,-118.12767999999994,GNC,33.93701171875,-118.12284851074219,Supplement Shop
2524,Downey,33.94077000000004,-118.12767999999994,Mambo Grill & Sports Bar,33.941514243364956,-118.13204848399612,Mexican Restaurant
2525,Downey,33.94077000000004,-118.12767999999994,Noodle World jr,33.940191999999996,-118.133951,Asian Restaurant
2526,Downey,33.94077000000004,-118.12767999999994,Express,33.9360419,-118.1199731,Clothing Store
2527,Downey,33.94077000000004,-118.12767999999994,Denny's,33.93887169562503,-118.13200968641468,Breakfast Spot
2528,Downey,33.94077000000004,-118.12767999999994,Round Table Pizza,33.94007289066476,-118.13396472174819,Pizza Place
2529,Downey,33.94077000000004,-118.12767999999994,See's Candies,33.935489000000004,-118.120093,Candy Store
2530,Downey,33.94077000000004,-118.12767999999994,Torrid,33.935775,-118.12001000000001,Clothing Store
2531,Downey,33.94077000000004,-118.12767999999994,Panda Express,33.937738061373736,-118.12938446146684,Chinese Restaurant
2532,Downey,33.94077000000004,-118.12767999999994,The Children's Place,33.9371337890625,-118.12208557128906,Kids Store
2533,Downey,33.94077000000004,-118.12767999999994,Enterprise Rent-A-Car,33.936240000000005,-118.126023,Rental Car Location
2534,Downey,33.94077000000004,-118.12767999999994,the hummus factory,33.93986882854924,-118.13377359928111,Mediterranean Restaurant
2535,Downey,33.94077000000004,-118.12767999999994,La Barca Grill & Cantina,33.944182773639305,-118.13656582706928,Mexican Restaurant
2536,Downey,33.94077000000004,-118.12767999999994,Journeys,33.93812942504883,-118.12217712402344,Shoe Store
2537,Downey,33.94077000000004,-118.12767999999994,Vans,33.93586312247914,-118.12037266869127,Shoe Store
2538,Downey,33.94077000000004,-118.12767999999994,Tilly's,33.93618581335333,-118.12064409255983,Clothing Store
2539,Downey,33.94077000000004,-118.12767999999994,Redbox,33.9359952,-118.1271349,Video Store
2540,Downey,33.94077000000004,-118.12767999999994,H&M,33.935644,-118.119437,Clothing Store
2541,Downey,33.94077000000004,-118.12767999999994,Forever 21,33.935828716348844,-118.12051855382765,Clothing Store
2542,Downey,33.94077000000004,-118.12767999999994,Stonewood Center,33.9358204,-118.1197356,Shopping Mall
2543,Downey,33.94077000000004,-118.12767999999994,T-Mobile,33.93705,-118.12142,Mobile Phone Shop
2544,Downey,33.94077000000004,-118.12767999999994,Wetzel's Pretzels,33.936382965675094,-118.12125442025376,Snack Place
2545,Downey,33.94077000000004,-118.12767999999994,Finish Line,33.935837,-118.119562,Shoe Store
2546,Downey,33.94077000000004,-118.12767999999994,Aéropostale,33.935775,-118.12001000000001,Clothing Store
2547,Downey,33.94077000000004,-118.12767999999994,Cinnabon,33.935273322983555,-118.11912854596571,Bakery
2548,Downey,33.94077000000004,-118.12767999999994,Acapulco Mexican Restaurant,33.93543318037214,-118.1227920522843,Mexican Restaurant
2549,Downey,33.94077000000004,-118.12767999999994,JCPenney,33.936904,-118.121115,Department Store
2550,Downey,33.94077000000004,-118.12767999999994,Boston Market,33.936921278827185,-118.12763929367065,American Restaurant
2551,Downey,33.94077000000004,-118.12767999999994,PacSun,33.935882449150085,-118.12023685,Clothing Store
2552,Downey,33.94077000000004,-118.12767999999994,Lids,33.936171642219314,-118.12094893300072,Accessories Store
2553,Downey,33.94077000000004,-118.12767999999994,Del Taco,33.94196676374289,-118.13712780679143,Fast Food Restaurant
2554,Downey,33.94077000000004,-118.12767999999994,Kay Jewelers,33.935606795282055,-118.11978276851733,Jewelry Store
2555,Downey,33.94077000000004,-118.12767999999994,Champs Sports,33.936133,-118.120146,Sporting Goods Shop
2556,Downey,33.94077000000004,-118.12767999999994,Downey Brewing Company,33.94456072569099,-118.13618294077939,Brewery
2557,Downey,33.94077000000004,-118.12767999999994,Hollister Co.,33.9357047,-118.11946546666667,Clothing Store
2558,Downey,33.94077000000004,-118.12767999999994,ALDO,33.935768,-118.119984,Shoe Store
2559,Downey,33.94077000000004,-118.12767999999994,Buffalo Wild Wings,33.93585413553951,-118.12112921616063,Wings Joint
2560,Downey,33.94077000000004,-118.12767999999994,Sunglass Hut,33.9355127,-118.1190978,Accessories Store
2561,Downey,33.94077000000004,-118.12767999999994,Kelley's Tavern,33.94107090859049,-118.1352843859443,Bar
2562,Downtown,34.04834000000005,-118.25563999999997,Bottega Louie,34.04719689933184,-118.25660258531569,Italian Restaurant
2563,Downtown,34.04834000000005,-118.25563999999997,The Water Grill,34.04913691009201,-118.25504948332834,Seafood Restaurant
2564,Downtown,34.04834000000005,-118.25563999999997,Los Angeles Athletic Club,34.04650829642701,-118.25531646206136,Gym
2565,Downtown,34.04834000000005,-118.25563999999997,The NoMad Hotel Los Angeles,34.04677787167948,-118.25558449202727,Hotel
2566,Downtown,34.04834000000005,-118.25563999999997,SUGARFISH,34.047459761345145,-118.256747026519,Sushi Restaurant
2567,Downtown,34.04834000000005,-118.25563999999997,Little Sister,34.047139,-118.256151,Asian Restaurant
2568,Downtown,34.04834000000005,-118.25563999999997,The Lobby At The Nomad Hotel,34.04679045442033,-118.25567428905774,New American Restaurant
2569,Downtown,34.04834000000005,-118.25563999999997,The Counter,34.04828693505728,-118.25822986871003,Burger Joint
2570,Downtown,34.04834000000005,-118.25563999999997,Whole Foods Market,34.04610112154167,-118.25773179795468,Grocery Store
2571,Downtown,34.04834000000005,-118.25563999999997,Please Do Not Enter,34.048724,-118.254419,Miscellaneous Shop
2572,Downtown,34.04834000000005,-118.25563999999997,Alamo Drafthouse Cinema,34.048125864043236,-118.25865983963011,Movie Theater
2573,Downtown,34.04834000000005,-118.25563999999997,Los Angeles Public Library - Central,34.05056157007773,-118.25536608695984,Library
2574,Downtown,34.04834000000005,-118.25563999999997,Neihule Salon,34.048008,-118.2544928,Salon / Barbershop
2575,Downtown,34.04834000000005,-118.25563999999997,Pitchoun,34.04846,-118.253901,French Restaurant
2576,Downtown,34.04834000000005,-118.25563999999997,Seven Grand,34.04692843498953,-118.25590849259173,Whisky Bar
2577,Downtown,34.04834000000005,-118.25563999999997,Nice Coffee,34.05096522133714,-118.25687234828717,Coffee Shop
2578,Downtown,34.04834000000005,-118.25563999999997,Tender Greens,34.04829407769386,-118.25453853491514,Salad Place
2579,Downtown,34.04834000000005,-118.25563999999997,Veggie Grill,34.0486546,-118.2547171,Vegetarian / Vegan Restaurant
2580,Downtown,34.04834000000005,-118.25563999999997,Los Angeles Theatre,34.046396825872996,-118.25258731842041,Theater
2581,Downtown,34.04834000000005,-118.25563999999997,Karl Strauss Brewing Company,34.04793367447394,-118.25624295770271,Brewery
2582,Downtown,34.04834000000005,-118.25563999999997,Public School 213,34.049869,-118.25745,Gastropub
2583,Downtown,34.04834000000005,-118.25563999999997,Takami Sushi,34.0495629564674,-118.25788851778671,Sushi Restaurant
2584,Downtown,34.04834000000005,-118.25563999999997,Gallery Bar,34.04957156148294,-118.2536362738478,Hotel Bar
2585,Downtown,34.04834000000005,-118.25563999999997,Freehand Los Angeles,34.04496398947279,-118.25659306820403,Hotel
2586,Downtown,34.04834000000005,-118.25563999999997,JOEY DTLA,34.048001,-118.258089,New American Restaurant
2587,Downtown,34.04834000000005,-118.25563999999997,Philz Coffee,34.04656635880934,-118.25936026096205,Coffee Shop
2588,Downtown,34.04834000000005,-118.25563999999997,Perch,34.048919,-118.251428,French Restaurant
2589,Downtown,34.04834000000005,-118.25563999999997,The Eight Bar,34.046022888356745,-118.25781420129303,Bar
2590,Downtown,34.04834000000005,-118.25563999999997,Wokcano,34.0488326358746,-118.25884576919813,Sushi Restaurant
2591,Downtown,34.04834000000005,-118.25563999999997,Lobby of Intercontinental,34.04981141215358,-118.26001006253499,Lounge
2592,Downtown,34.04834000000005,-118.25563999999997,71Above,34.05104520770527,-118.25440315181879,New American Restaurant
2593,Downtown,34.04834000000005,-118.25563999999997,Industriel Restaurant,34.04891536275225,-118.25545475398008,French Restaurant
2594,Downtown,34.04834000000005,-118.25563999999997,Rhythm Room,34.046227879891326,-118.25140500343814,Music Venue
2595,Downtown,34.04834000000005,-118.25563999999997,Equinox Downtown LA,34.051334,-118.255271,Gym
2596,Downtown,34.04834000000005,-118.25563999999997,Seasalt Fish Grill,34.04908436079772,-118.25921625613363,Seafood Restaurant
2597,Downtown,34.04834000000005,-118.25563999999997,Sprinkles Cupcakes,34.049209,-118.260562,Cupcake Shop
2598,Downtown,34.04834000000005,-118.25563999999997,Andante Coffee Roasters,34.045539131374426,-118.25819126621263,Coffee Shop
2599,Downtown,34.04834000000005,-118.25563999999997,Modern Times Beer: The Dankness Dojo,34.04413306256049,-118.25759999938829,Brewery
2600,Downtown,34.04834000000005,-118.25563999999997,Mendocino Farms,34.049487719688,-118.26066261433408,Sandwich Place
2601,Downtown,34.04834000000005,-118.25563999999997,Gelateria Uli,34.04666664312588,-118.25086387829334,Ice Cream Shop
2602,Downtown,34.04834000000005,-118.25563999999997,TASTE FIGat7th,34.0487669764596,-118.26096341641805,Food Court
2603,Downtown,34.04834000000005,-118.25563999999997,Donut Friend,34.04723,-118.25198700000001,Donut Shop
2604,Downtown,34.04834000000005,-118.25563999999997,Jonathan Club Town,34.05136718960577,-118.25798005287274,Lounge
2605,Downtown,34.04834000000005,-118.25563999999997,Chick-fil-A,34.0493889,-118.2594226,Fast Food Restaurant
2606,Downtown,34.04834000000005,-118.25563999999997,Drago Centro,34.05124408924779,-118.25718013026955,Italian Restaurant
2607,Downtown,34.04834000000005,-118.25563999999997,The Palace Theatre,34.046009134345056,-118.25264401713648,Theater
2608,Downtown,34.04834000000005,-118.25563999999997,Casey's Irish Pub,34.04846128646037,-118.25569564919756,Irish Pub
2609,Downtown,34.04834000000005,-118.25563999999997,The Last Bookstore,34.04761976195177,-118.24985178060163,Bookstore
2610,Downtown,34.04834000000005,-118.25563999999997,Sweetfin Poke,34.048685,-118.258517,Poke Place
2611,Downtown,34.04834000000005,-118.25563999999997,OUE Skyspace,34.05105240435532,-118.25487294201041,Scenic Lookout
2612,Downtown,34.04834000000005,-118.25563999999997,Labyrinth Above The Last Bookstore,34.04761084004545,-118.24983454429325,Bookstore
2613,Downtown,34.04834000000005,-118.25563999999997,Shibumi,34.04424255742994,-118.25607270321218,Japanese Restaurant
2614,Downtown,34.04834000000005,-118.25563999999997,Little Easy,34.047705309348835,-118.25011945771733,Gastropub
2615,Downtown,34.04834000000005,-118.25563999999997,Cognoscenti Coffee,34.044065024067734,-118.25800991447431,Coffee Shop
2616,Downtown,34.04834000000005,-118.25563999999997,Guisados,34.04651146261745,-118.25059742078416,Taco Place
2617,Downtown,34.04834000000005,-118.25563999999997,Spire 73,34.050034452713966,-118.26000383913045,Hotel Bar
2618,Downtown,34.04834000000005,-118.25563999999997,Shake Shack,34.044602523666065,-118.25608970117,Burger Joint
2619,Downtown,34.04834000000005,-118.25563999999997,Mezcalero,34.047844988248904,-118.2509173805323,Mexican Restaurant
2620,Downtown,34.04834000000005,-118.25563999999997,"The Standard, Downtown LA",34.05013,-118.25691,Hotel
2621,Downtown,34.04834000000005,-118.25563999999997,Grand Performances,34.05179861273352,-118.2512193720685,Music Venue
2622,Downtown,34.04834000000005,-118.25563999999997,SoulCycle Downtown LA,34.04389574283687,-118.25803460506482,Cycle Studio
2623,Downtown,34.04834000000005,-118.25563999999997,Faith & Flower,34.046078,-118.26157,New American Restaurant
2624,Downtown,34.04834000000005,-118.25563999999997,The Orpheum Theatre,34.04259264592726,-118.25522204127994,Theater
2625,Downtown,34.04834000000005,-118.25563999999997,MedMen DTLA,34.04450504145282,-118.25425068514143,Marijuana Dispensary
2626,Downtown,34.04834000000005,-118.25563999999997,Tierra Mia,34.04478070400669,-118.2520993616106,Coffee Shop
2627,Downtown,34.04834000000005,-118.25563999999997,sweetgreen,34.0446324,-118.256395,Salad Place
2628,Downtown,34.04834000000005,-118.25563999999997,Spring St. Bar,34.04532887397648,-118.25159497203161,Bar
2629,Downtown,34.04834000000005,-118.25563999999997,Sari Sari Store LA,34.05106528627699,-118.24938966747226,Filipino Restaurant
2630,Downtown,34.04834000000005,-118.25563999999997,FIGat7th,34.048740518039686,-118.26096493315478,Shopping Mall
2631,Downtown,34.04834000000005,-118.25563999999997,LA Café,34.04499905516588,-118.25187900771323,American Restaurant
